index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
2209,F,Y,Y,0,337500.0,Working,Higher education,Civil marriage,Office apartment,39.20821917808219,8.178082191780822,1,0,0,1,Drivers,2.0,19.0,2.0
2210,M,Y,Y,0,382500.0,Working,Higher education,Married,House / apartment,28.61917808219178,6.63013698630137,1,0,0,0,Laborers,2.0,10.0,1.0
2211,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.342465753424655,0.0,1,0,0,0,No job,2.0,13.0,2.0
2212,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,55.0986301369863,28.19178082191781,1,0,0,0,Medicine staff,2.0,59.0,2.0
2213,M,Y,N,0,256500.0,Working,Secondary / secondary special,Married,House / apartment,37.51780821917808,0.673972602739726,1,1,0,0,Laborers,2.0,42.0,2.0
2214,M,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,37.55068493150685,2.5534246575342467,1,0,1,0,Laborers,3.0,-0.0,1.0
2215,M,N,N,1,225000.0,Commercial associate,Higher education,Married,Municipal apartment,51.989041095890414,1.884931506849315,1,0,0,0,Cooking staff,3.0,42.0,0.0
2216,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.31780821917808,2.9726027397260273,1,0,1,0,No job,2.0,36.0,0.0
2217,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.57808219178082,0.0,1,0,1,0,No job,2.0,53.0,2.0
2218,F,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,44.72054794520548,14.978082191780821,1,0,0,0,Medicine staff,3.0,14.0,0.0
2219,M,Y,Y,1,324000.0,Working,Higher education,Married,House / apartment,30.947945205479453,8.715068493150685,1,1,1,0,High skill tech staff,3.0,20.0,2.0
2220,M,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,39.33698630136986,6.347945205479452,1,0,0,0,No job,4.0,40.0,2.0
2221,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,57.47397260273973,0.0,1,0,1,0,No job,1.0,48.0,2.0
2222,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,47.342465753424655,1.547945205479452,1,1,0,0,Managers,4.0,41.0,1.0
2223,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,51.02739726027397,8.638356164383561,1,0,1,0,Laborers,2.0,52.0,0.0
2224,F,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,52.14246575342466,19.86027397260274,1,0,0,0,Security staff,1.0,16.0,0.0
2225,F,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.915068493150685,3.271232876712329,1,0,0,0,Accountants,1.0,13.0,1.0
2226,F,N,Y,0,189000.0,Commercial associate,Higher education,Married,House / apartment,42.323287671232876,5.136986301369863,1,0,0,0,Security staff,2.0,60.0,2.0
2227,F,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,44.654794520547945,3.9726027397260273,1,1,1,0,Sales staff,2.0,23.0,2.0
2228,F,N,Y,0,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,47.00821917808219,18.654794520547945,1,0,0,0,Laborers,2.0,17.0,2.0
2229,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.36986301369863,0.0,1,0,1,0,No job,2.0,28.0,1.0
2230,F,Y,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,39.55068493150685,1.0986301369863014,1,0,0,0,Sales staff,1.0,5.0,0.0
2231,F,Y,Y,0,382500.0,Working,Secondary / secondary special,Single / not married,House / apartment,30.953424657534246,12.915068493150685,1,1,0,0,Laborers,1.0,29.0,2.0
2232,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.12876712328767,0.0,1,0,0,0,No job,2.0,11.0,2.0
2233,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,45.78630136986301,6.145205479452055,1,0,0,0,Drivers,2.0,15.0,2.0
2234,F,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,50.29041095890411,4.986301369863014,1,0,0,0,High skill tech staff,2.0,55.0,1.0
2235,M,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,64.99178082191781,0.0,1,0,0,0,No job,2.0,3.0,1.0
2236,F,N,N,0,180000.0,Pensioner,Higher education,Single / not married,House / apartment,58.057534246575344,0.0,1,0,1,0,No job,1.0,35.0,2.0
2237,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.64657534246575,0.0,1,0,0,0,No job,1.0,56.0,1.0
2238,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,35.945205479452056,4.090410958904109,1,0,0,0,Sales staff,4.0,18.0,1.0
2239,M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,37.74520547945205,1.2602739726027397,1,1,0,0,Laborers,4.0,41.0,2.0
2240,M,N,N,2,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.835616438356166,2.3643835616438356,1,1,1,0,No job,4.0,16.0,2.0
2241,F,N,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,30.38082191780822,10.69041095890411,1,0,1,0,Core staff,2.0,47.0,1.0
2242,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,47.4,12.96986301369863,1,0,1,0,Medicine staff,2.0,30.0,2.0
2243,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.227397260273975,2.452054794520548,1,1,0,0,Laborers,2.0,17.0,2.0
2244,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.8,0.0,1,0,0,0,No job,2.0,1.0,1.0
2245,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,32.93698630136986,4.586301369863014,1,0,0,1,Laborers,2.0,43.0,2.0
2246,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,62.18904109589041,7.619178082191781,1,1,1,0,Medicine staff,2.0,55.0,1.0
2247,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,With parents,32.24657534246575,0.7808219178082192,1,0,0,0,Sales staff,1.0,7.0,2.0
2248,F,N,N,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,39.15068493150685,3.5835616438356164,1,0,1,0,Cooking staff,3.0,60.0,2.0
2249,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,40.75616438356165,5.717808219178083,1,0,0,0,No job,2.0,40.0,2.0
2250,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.41917808219178,2.808219178082192,1,0,0,0,Cooking staff,4.0,6.0,2.0
2251,F,Y,N,0,31500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.66301369863014,21.18904109589041,1,1,1,0,Cleaning staff,2.0,20.0,2.0
2252,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,23.863013698630137,1.4301369863013698,1,0,0,0,No job,2.0,7.0,2.0
2253,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,50.56438356164384,18.605479452054794,1,0,0,0,Managers,2.0,38.0,2.0
2254,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.37534246575343,7.884931506849315,1,0,0,0,Laborers,2.0,16.0,2.0
2255,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,38.69041095890411,9.26849315068493,1,0,0,0,Managers,2.0,27.0,2.0
2256,M,Y,N,0,292500.0,Working,Higher education,Married,House / apartment,49.63013698630137,1.9534246575342467,1,0,0,0,Managers,2.0,31.0,2.0
2257,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.487671232876714,0.0,1,0,1,0,No job,2.0,45.0,2.0
2258,M,Y,Y,1,324000.0,Working,Higher education,Married,House / apartment,30.947945205479453,8.715068493150685,1,1,1,0,High skill tech staff,3.0,56.0,1.0
2259,M,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.47945205479452,4.178082191780822,1,1,1,0,Low-skill Laborers,2.0,35.0,2.0
2260,M,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,23.884931506849316,2.0712328767123287,1,0,0,0,Laborers,1.0,1.0,0.0
2261,F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,34.88219178082192,12.383561643835616,1,0,0,0,Core staff,3.0,35.0,2.0
2262,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,With parents,54.035616438356165,3.263013698630137,1,0,1,0,No job,2.0,15.0,2.0
2263,F,N,N,1,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,40.05205479452055,0.33972602739726027,1,0,0,0,Laborers,2.0,34.0,2.0
2264,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,44.15890410958904,5.367123287671233,1,0,1,0,No job,3.0,29.0,2.0
2265,F,N,N,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.646575342465752,5.35068493150685,1,1,0,0,Medicine staff,2.0,12.0,2.0
2266,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,47.54794520547945,8.967123287671233,1,1,1,0,Secretaries,2.0,49.0,2.0
2267,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,65.15616438356165,0.0,1,0,1,0,No job,2.0,24.0,2.0
2268,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,25.96986301369863,3.1315068493150684,1,0,0,0,Laborers,2.0,23.0,2.0
2269,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.35616438356164,4.008219178082192,1,1,0,0,Core staff,2.0,20.0,2.0
2270,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,54.07397260273972,0.0,1,0,0,0,No job,1.0,14.0,2.0
2271,M,Y,N,1,675000.0,Working,Secondary / secondary special,Married,Municipal apartment,47.00547945205479,12.463013698630137,1,0,1,1,Managers,3.0,24.0,2.0
2272,M,Y,Y,0,94500.0,Working,Secondary / secondary special,Single / not married,House / apartment,38.73424657534247,2.936986301369863,1,0,0,0,Drivers,1.0,30.0,2.0
2273,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,59.96986301369863,23.202739726027396,1,1,0,0,Core staff,2.0,43.0,1.0
2274,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,34.49041095890411,11.221917808219178,1,0,1,0,Laborers,4.0,49.0,0.0
2275,F,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,54.62739726027397,17.254794520547946,1,1,0,0,Managers,2.0,60.0,2.0
2276,F,Y,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,44.0958904109589,21.86027397260274,1,0,0,0,Medicine staff,3.0,17.0,1.0
2277,F,N,N,1,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,50.16164383561644,0.0,1,0,0,0,No job,3.0,-0.0,1.0
2278,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,51.56164383561644,8.726027397260275,1,0,1,0,Low-skill Laborers,2.0,45.0,1.0
2279,F,Y,Y,2,112500.0,Working,Higher education,Married,House / apartment,38.72054794520548,7.383561643835616,1,0,0,0,High skill tech staff,4.0,35.0,2.0
2280,M,Y,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,40.99178082191781,14.180821917808219,1,0,0,0,Laborers,3.0,15.0,2.0
2281,F,N,N,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,61.73972602739726,14.978082191780821,1,0,1,0,No job,2.0,32.0,2.0
2282,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,54.583561643835615,2.6410958904109587,1,0,0,0,Sales staff,2.0,29.0,2.0
2283,M,N,Y,0,114750.0,Pensioner,Secondary / secondary special,Separated,House / apartment,58.26849315068493,0.0,1,0,0,0,No job,1.0,25.0,2.0
2284,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,37.01917808219178,13.317808219178081,1,0,0,0,Laborers,2.0,24.0,0.0
2285,F,N,Y,3,179100.0,State servant,Secondary / secondary special,Married,House / apartment,36.27945205479452,5.005479452054795,1,0,0,0,Cooking staff,5.0,42.0,2.0
2286,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,59.99178082191781,1.6958904109589041,1,0,0,0,Security staff,2.0,12.0,2.0
2287,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,31.82191780821918,8.043835616438356,1,0,0,0,Sales staff,2.0,56.0,2.0
2288,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,47.868493150684934,3.293150684931507,1,1,1,0,No job,2.0,44.0,2.0
2289,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.23287671232877,0.0,1,0,0,0,No job,2.0,25.0,2.0
2290,M,Y,Y,1,373500.0,State servant,Higher education,Married,Office apartment,35.61917808219178,3.3232876712328765,1,0,0,0,Core staff,3.0,8.0,2.0
2291,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,59.342465753424655,5.13972602739726,1,0,0,0,HR staff,2.0,9.0,2.0
2292,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.583561643835615,19.30958904109589,1,0,0,0,Accountants,2.0,3.0,1.0
2293,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,62.33150684931507,11.558904109589042,1,1,1,0,Secretaries,1.0,19.0,1.0
2294,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,29.23013698630137,4.095890410958904,1,0,0,0,No job,2.0,41.0,1.0
2295,F,N,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61.5013698630137,0.0,1,0,0,0,No job,2.0,51.0,2.0
2296,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,47.608219178082194,15.101369863013698,1,0,0,0,High skill tech staff,2.0,42.0,2.0
2297,F,N,Y,1,157500.0,Working,Higher education,Single / not married,House / apartment,44.12602739726027,1.5041095890410958,1,0,1,0,High skill tech staff,2.0,37.0,2.0
2298,M,N,Y,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,33.73424657534247,3.0082191780821916,1,0,0,0,Laborers,3.0,-0.0,1.0
2299,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.45205479452055,11.934246575342465,1,0,0,0,Laborers,2.0,7.0,2.0
2300,F,N,Y,0,252000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.11506849315069,3.956164383561644,1,0,0,0,Managers,2.0,41.0,1.0
2301,F,N,Y,1,337500.0,State servant,Higher education,Separated,House / apartment,28.572602739726026,4.6438356164383565,1,0,0,0,Core staff,2.0,3.0,1.0
2302,F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,65.11780821917809,0.0,1,0,0,0,No job,2.0,8.0,1.0
2303,F,N,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.83013698630137,0.0,1,0,0,0,No job,2.0,23.0,1.0
2304,M,Y,N,2,450000.0,Working,Secondary / secondary special,Married,House / apartment,41.013698630136986,19.67945205479452,1,0,0,1,Drivers,4.0,53.0,2.0
2305,M,Y,N,1,135000.0,Working,Higher education,Married,House / apartment,48.88493150684931,9.186301369863013,1,1,0,0,Laborers,3.0,25.0,2.0
2306,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,62.797260273972604,0.0,1,0,0,0,No job,2.0,12.0,2.0
2307,M,N,Y,0,405000.0,Working,Higher education,Married,House / apartment,43.50958904109589,13.098630136986301,1,1,0,0,Laborers,2.0,18.0,1.0
2308,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,27.106849315068494,6.846575342465753,1,1,1,0,Sales staff,2.0,36.0,0.0
2309,F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,35.416438356164385,5.693150684931507,1,1,1,1,Managers,4.0,9.0,0.0
2310,F,N,Y,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,24.208219178082192,3.265753424657534,1,0,1,0,Low-skill Laborers,2.0,19.0,2.0
2311,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,36.81369863013698,4.693150684931507,1,0,0,0,Drivers,3.0,32.0,1.0
2312,F,N,Y,1,67500.0,Working,Higher education,Married,House / apartment,36.1972602739726,2.4328767123287673,1,0,0,0,Sales staff,3.0,52.0,0.0
2313,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,34.58082191780822,1.8575342465753424,1,0,1,0,Sales staff,3.0,9.0,2.0
2314,M,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.865753424657534,12.64109589041096,1,0,0,0,Laborers,3.0,3.0,1.0
2315,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,44.6986301369863,1.6821917808219178,1,0,1,0,No job,2.0,23.0,2.0
2316,F,Y,Y,0,162000.0,Pensioner,Higher education,Married,House / apartment,65.44109589041096,0.0,1,0,1,0,No job,2.0,28.0,2.0
2317,M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45.09315068493151,1.9287671232876713,1,1,0,0,Low-skill Laborers,2.0,2.0,0.0
2318,F,N,N,2,139500.0,Working,Incomplete higher,Married,With parents,36.07123287671233,8.186301369863013,1,1,1,0,Core staff,4.0,-0.0,0.0
2319,M,N,Y,2,675000.0,State servant,Secondary / secondary special,Married,House / apartment,38.8027397260274,18.865753424657534,1,0,1,0,Drivers,4.0,14.0,1.0
2320,F,N,N,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,51.40821917808219,27.03013698630137,1,0,0,0,Laborers,1.0,16.0,2.0
2321,M,N,N,1,225000.0,Commercial associate,Higher education,Married,With parents,37.51780821917808,9.556164383561644,1,1,1,0,Managers,3.0,22.0,0.0
2322,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,26.252054794520546,8.227397260273973,1,0,0,1,Laborers,2.0,3.0,1.0
2323,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,26.389041095890413,5.323287671232877,1,0,0,0,No job,1.0,2.0,1.0
2324,F,Y,Y,0,112500.0,Commercial associate,Higher education,Married,With parents,34.602739726027394,14.095890410958905,1,0,0,0,Accountants,2.0,14.0,2.0
2325,M,Y,Y,2,211500.0,Working,Secondary / secondary special,Married,House / apartment,28.589041095890412,8.183561643835617,1,0,0,0,No job,4.0,46.0,1.0
2326,M,Y,Y,0,310500.0,Working,Secondary / secondary special,Married,House / apartment,46.75890410958904,4.712328767123288,1,0,1,1,High skill tech staff,2.0,41.0,0.0
2327,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,27.08219178082192,5.676712328767123,1,0,0,1,Sales staff,3.0,11.0,0.0
2328,F,Y,N,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,63.62739726027397,9.265753424657534,1,1,1,0,Core staff,1.0,4.0,0.0
2329,M,Y,Y,0,337500.0,Working,Higher education,Married,With parents,29.101369863013698,3.219178082191781,1,0,0,0,Laborers,2.0,26.0,2.0
